data_structure,null_model,bf
null_fe,C1,24405991120573123e11
null_fe,C2,0.1572577308869523
null_fe,A,5865623404079283e14
null_fe,B,0.22160668788893387
null_fe,C1,7391378884205874e15
null_fe,C2,0.07935763402161845
null_fe,A,16625237043495757e15
null_fe,B,0.3187106667775959
null_fe,C1,20500848870825954e16
null_fe,C2,0.08109535926170626
null_fe,A,17596357052943621e18
null_fe,B,0.48307944331753916
null_fe,C1,2027858467377138e20
null_fe,C2,0.08677310244290869
null_fe,A,9665448204233087e13
null_fe,B,0.1529799695662704
null_fe,C1,12112645797943818e14
null_fe,C2,0.07979634148861056
null_fe,A,6402477002757906e14
null_fe,B,0.22428997887179467
null_fe,C1,7138253320190035e15
null_fe,C2,0.08969248800191724
null_fe,A,1654021637235476e8
null_fe,B,0.17239862726312735
null_fe,C1,12587550152039814e8
null_fe,C2,0.13140139401688436
null_fe,A,9104965589017638e8
null_fe,B,0.2794443216804086
null_fe,C1,45490468688363076e8
null_fe,C2,0.2001510613441268
null_fe,A,20552158381076026e10
null_fe,B,0.3774918493960173
null_fe,C1,12692959876269269e11
null_fe,C2,0.16191777632181995
null_fe,A,12970876582996872e13
null_fe,B,0.2229496272477997
null_fe,C1,13851988745863741e14
null_fe,C2,0.09363909270334937
null_none,A,1978845528295778e62
null_none,B,15921.186224648434
null_none,C1,6978800709792807e17
null_none,C2,28355094386332288e28
null_none,A,21645051917000993e71
null_none,B,40464.75073553709
null_none,C1,352889598190797e25
null_none,C2,61336610735967784e31
null_none,A,226577431881637e70
null_none,B,2648.3882997433034
null_none,C1,47419861330876717e17
null_none,C2,4778112493848677e35
null_none,A,3334048131799334e59
null_none,B,1906906.2626286407
null_none,C1,16571120680026888e12
null_none,C2,20119629783505532e30
null_none,A,8207939523997766e70
null_none,B,2403.424976886837
null_none,C1,1734535276946325e26
null_none,C2,4732068371908862e29
null_none,A,7272996407297033e56
null_none,B,346882.4649606434
null_none,C1,27647593842412077e6
null_none,C2,26306073681320075e33
null_none,A,4630479717919814e58
null_none,B,573057737.2090651
null_none,C1,3698830583143017e11
null_none,C2,1251876671243792e32
null_none,A,1252975887688474e68
null_none,B,38291.06164353682
null_none,C1,6971775798470583e11
null_none,C2,17972119642220285e40
null_none,A,15928551477225676e53
null_none,B,102476.39951554472
null_none,C1,11164461193473417e12
null_none,C2,14267192299917954e25
null_none,A,17775478220300534e60
null_none,B,1699349.1463058123
null_none,C1,3315245253024074e11
null_none,C2,5361738533246142e34
null_none,A,11194398077210125e64
null_none,B,93400851.15639655
null_none,C1,14413691817396244e16
null_none,C2,7766503002165848e32
null_none,A,2884095128444106e58
null_none,B,1061.2896041258923
null_none,C1,17129081117490554e14
null_none,C2,1683741882393883e28
null_none,A,1358934731336354e53
null_none,B,7255.30979804582
null_none,C1,7211271974899009e10
null_none,C2,18844591301874804e26
null_none,A,2546017848502588e51
null_none,B,2406.991043544968
null_none,C1,2686892264410056e11
null_none,C2,94756975641582e26
null_none,A,18741904093992205e63
null_none,B,419981.5429968592
null_none,C1,46859932447552715e11
null_none,C2,399955849594289e37
null_none,A,14837855979047535e62
null_none,B,57133.18896218489
null_none,C1,6639466974165043e15
null_none,C2,22347962625288143e31
null_none,A,4551988663326916e60
null_none,B,2055.053691840307
null_none,C1,2690715332986157e17
null_none,C2,16917392217314632e27
null_none,A,14304681251473285e67
null_none,B,5891.918601526007
null_none,C1,5365491929264412e19
null_none,C2,2666052142107053e33
null_none,A,2264914074556976e58
null_none,B,629441.0756375092
null_none,C1,178226826603572e16
null_none,C2,12708042429520625e27
null_none,A,25073790196528044e55
null_none,B,416395.268360907
null_none,C1,5888187516126049e15
null_none,C2,4258320599990771e25
null_none,A,2953381374571446e60
null_none,B,22853274.433950186
null_none,C1,17789157036994742e8
null_none,C2,1660214347666686e36
null_none,A,552959087042665e59
null_none,B,6201746.406587085
null_none,C1,7784121776648706e9
null_none,C2,7103679810116359e33
null_none,A,16070559111172159e59
null_none,B,42931817.753781006
null_none,C1,7100480832697723e11
null_none,C2,2263305752079101e33
null_none,A,13933571869796842e56
null_none,B,1565.842074068807
null_none,C1,15390376337661036e14
null_none,C2,9053431549754038e26
null_both,A,0.004282117088035939
null_both,B,0.20904456788785902
null_both,C1,0.01672822194636494
null_both,C2,0.2559816041277745
null_both,A,0.0012762363027369224
null_both,B,0.06338746101242111
null_both,C1,0.020527773932916892
null_both,C2,0.06217119824621801
null_both,A,0.0037695467142962085
null_both,B,0.4943649478618535
null_both,C1,0.007117608266901697
null_both,C2,0.5296086231417589
null_both,A,6.860809114704453e-4
null_both,B,0.0822677460591992
null_both,C1,0.008153743355563656
null_both,C2,0.08414305939643074
null_both,A,0.0027453529648727177
null_both,B,0.09970806942655334
null_both,C1,0.024630195640894924
null_both,C2,0.11146289720551188
null_both,A,0.0014596721987294255
null_both,B,0.05129203035681029
null_both,C1,0.03491770575408061
null_both,C2,0.04180321035435848
null_both,A,4.8814364796650333e-4
null_both,B,0.050721312293051865
null_both,C1,0.010021576676432992
null_both,C2,0.04870926638863474
null_both,A,0.004021305166613111
null_both,B,0.3376636544958799
null_both,C1,0.010447405163842235
null_both,C2,0.3849094682888893
null_re,A,26016182928176073e63
null_re,B,893349743413717.1
null_re,C1,0.01694961351349927
null_re,C2,15349130472772057e65
null_re,A,6116853851995532e80
null_re,B,28662697195879424
null_re,C1,0.020786378019378066
null_re,C2,2942722318574828e82
null_re,A,471726800659672e92
null_re,B,4851592936816505e3
null_re,C1,0.007023183331191238
null_re,C2,6716709196022843e93
null_re,A,5577475790470115e77
null_re,B,114207718242333860
null_re,C1,0.00812567816553573
null_re,C2,686401267296846e80
null_re,A,16065857551684256e89
null_re,B,273981028451279.25
null_re,C1,0.02447474158109666
null_re,C2,6564260340992895e91
null_re,A,12834726659305123e89
null_re,B,75625384369003.55
null_re,C1,0.03332377560599528
null_re,C2,38515223518057315e90
null_re,A,23337781094701696e84
null_re,B,21514679993626072
null_re,C1,0.01009856861017756
null_re,C2,23109989143591467e86
null_re,A,11377616008943889e66
null_re,B,1287114926261636.2
null_re,C1,0.009987757265402871
null_re,C2,11391562396450364e68
null_fe,A,14681947410606217e11
null_fe,B,0.2727019689972863
null_fe,C1,5184864302940541e12
null_fe,C2,0.28316936669450543
null_fe,A,17943923939069085e15
null_fe,B,0.1079611253219877
null_fe,C1,2192008414929877e17
null_fe,C2,0.08186065261817489
null_fe,A,3135137093911437e5
null_fe,B,0.25215366390936983
null_fe,C1,3066058996118646e6
null_fe,C2,0.10225299310548942
null_fe,A,7613504935962772e20
null_fe,B,0.38106633219543584
null_fe,C1,6113994983155015e21
null_fe,C2,0.12452586168191393
null_fe,A,9195110224181867e11
null_fe,B,0.5556574165840222
null_fe,C1,12097026410790961e12
null_fe,C2,0.07601132635355341
null_fe,A,8036262138541306e24
null_fe,B,2.2625320297943534
null_fe,C1,10130239953998347e25
null_fe,C2,0.07932943518647297
null_fe,A,16228021968976699e18
null_fe,B,0.025711060032338192
null_fe,C1,20480226572236333e19
null_fe,C2,0.07923751190807594
null_fe,A,20100386913437896e8
null_fe,B,0.2964288672472336
null_fe,C1,7686814110279613e9
null_fe,C2,0.26149177832409853
null_none,A,1540442549241225e49
null_none,B,91135.90576262648
null_none,C1,3268355279098572e12
null_none,C2,47132040971570455e20
null_none,A,34764908203722977e61
null_none,B,95648914.28386897
null_none,C1,40656485819451984e16
null_none,C2,8550888622816066e29
null_none,A,37930299704587765e56
null_none,B,2538.638260665034
null_none,C1,3375729197640129e6
null_none,C2,11236179647082978e35
null_none,A,9576530721134241e60
null_none,B,1342.2454381840896
null_none,C1,5518931673149167e21
null_none,C2,17352145828740847e23
null_none,A,21263726726951752e61
null_none,B,292332.5726311235
null_none,C1,8480249980516256e12
null_none,C2,25074410277770223e33
null_none,A,8378662117893648e69
null_none,B,1394735.9741416774
null_none,C1,3709556064943474e25
null_none,C2,2258669762960254e29
null_none,A,12578275773600338e64
null_none,B,192288878.01303053
null_none,C1,25330206921027958e19
null_none,C2,496572168273858e30
null_none,A,7328495761048828e47
null_none,B,25510.16691600763
null_none,C1,6598954685147812e9
null_none,C2,11105540363147188e22
