p.value,null_model,data_structure
3.6442422460525145e-44,A,null_fe
0.8820517695050183,B,null_fe
3.521550060638143e-45,C1,null_fe
0.6490727783590488,C2,null_fe
9.578183270414051e-40,A,null_fe
0.9713525060224292,B,null_fe
8.840234599982729e-41,C1,null_fe
0.9160542478393621,C2,null_fe
2.5151884610332047e-44,A,null_fe
0.8507700059750322,B,null_fe
2.540160702914043e-45,C1,null_fe
0.5845604076016353,C2,null_fe
6.447415798695162e-44,A,null_fe
0.861898207100363,B,null_fe
6.361154263126855e-45,C1,null_fe
0.6219979321145039,C2,null_fe
1.6317626039396992e-33,A,null_fe
0.732340604262,B,null_fe
2.6153896494347486e-34,C1,null_fe
0.33054272203203033,C2,null_fe
9.125998984523069e-48,A,null_fe
0.8578911333841303,B,null_fe
8.940378100207251e-49,C1,null_fe
0.576506869619526,C2,null_fe
3.8269566473293114e-45,A,null_fe
0.9385725727445925,B,null_fe
3.3914669868495214e-46,C1,null_fe
0.8135853365735449,C2,null_fe
1.142404513065152e-46,A,null_fe
0.9215182671760205,B,null_fe
1.0142218941171637e-47,C1,null_fe
0.7616293867442391,C2,null_fe
7.211290241317056e-39,A,null_fe
0.9148863511855625,B,null_fe
7.028712898912714e-40,C1,null_fe
0.7540513269310846,C2,null_fe
7.836602955267879e-48,A,null_fe
0.8051655963519763,B,null_fe
8.818850831655024e-49,C1,null_fe
0.44220460665498673,C2,null_fe
2.5659048270084207e-46,A,null_fe
0.99743238221762,B,null_fe
2.1838175116913808e-47,C1,null_fe
0.9919706178439056,C2,null_fe
2.565293898316553e-42,A,null_fe
0.7004066856623065,B,null_fe
4.3878132252771505e-43,C1,null_fe
0.25296041539660674,C2,null_fe
2.053275266387363e-40,A,null_fe
0.8628462453419491,B,null_fe
2.1274446937110663e-41,C1,null_fe
0.6108759291831686,C2,null_fe
1.9022833894878967e-39,A,null_fe
0.890652880161601,B,null_fe
1.9009366893488774e-40,C1,null_fe
0.6867597609324071,C2,null_fe
1.469039770635068e-42,A,null_fe
0.9147305419256517,B,null_fe
1.3738804519049934e-43,C1,null_fe
0.7458431006997805,C2,null_fe
1.660690666157886e-34,A,null_fe
0.8764995192544652,B,null_fe
1.793076893282822e-35,C1,null_fe
0.6667480899045262,C2,null_fe
4.960050917952055e-34,A,null_fe
0.6649994922304401,B,null_fe
1.0172450499635125e-34,C1,null_fe
0.2277441905673516,C2,null_fe
3.949995557964727e-36,A,null_fe
0.7947794367794115,B,null_fe
5.045787685210707e-37,C1,null_fe
0.45143405673889603,C2,null_fe
1.5954798871628284e-44,A,null_fe
0.9317005479893314,B,null_fe
1.424997537436075e-45,C1,null_fe
0.8104158907686124,C2,null_fe
3.9340320817541264e-45,A,null_fe
0.6063548248701379,B,null_fe
5.337232637859155e-46,C1,null_fe
0.3409009276778654,C2,null_fe
1.2891618868328379e-47,A,null_fe
0.016691958651148576,B,null_fe
1.2671726465565622e-48,C1,null_fe
0.5743260482934154,C2,null_fe
4.164089141201418e-52,A,null_fe
0.6050072863872841,B,null_fe
1.3482872833323611e-52,C1,null_fe
0.09492234822633376,C2,null_fe
3.2645711011489597e-52,A,null_fe
0.7277721550266282,B,null_fe
4.94068814338335e-53,C1,null_fe
0.2598115799582584,C2,null_fe
1.3928322237246504e-34,A,null_fe
0.509231719437979,B,null_fe
7.449548294623451e-35,C1,null_fe
0.06567897801765854,C2,null_fe
1.277662169331267e-40,A,null_fe
0.7179560432407138,B,null_fe
1.228845598349107e-41,C1,null_fe
0.7344814549650464,C2,null_fe
4.0814910167273725e-35,A,null_fe
0.9930895592269878,B,null_fe
3.9834593848540656e-36,C1,null_fe
0.9793627180329335,C2,null_fe
7.087521750194295e-45,A,null_fe
0.7539338960397167,B,null_fe
9.691419043327573e-46,C1,null_fe
0.33822338747184444,C2,null_fe
5.5748933826529243e-39,A,null_fe
0.8890838576042059,B,null_fe
5.609666154655985e-40,C1,null_fe
0.6848508798404679,C2,null_fe
6.01764363478615e-41,A,null_fe
0.9132202510944211,B,null_fe
5.73394052363776e-42,C1,null_fe
0.7467536758713211,C2,null_fe
5.157789623277473e-47,A,null_fe
0.6506548682413331,B,null_fe
1.1935337133437183e-47,C1,null_fe
0.15571845973825027,C2,null_fe
2.0724888100755215e-41,A,null_fe
0.7647142490726221,B,null_fe
2.8047206250921824e-42,C1,null_fe
0.3660380297942185,C2,null_fe
2.5944484836508162e-49,A,null_fe
0.9574649802903721,B,null_fe
2.1716871841469376e-50,C1,null_fe
0.8653235963740009,C2,null_fe
2.5806865193248636e-39,A,null_fe
0.7265675575650156,B,null_fe
4.009807230375876e-40,C1,null_fe
0.3073363686202045,C2,null_fe
3.4831325082842127e-37,A,null_fe
0.9519658463871674,B,null_fe
3.352594800055259e-38,C1,null_fe
0.8639645658900426,C2,null_fe
1.6568271730114633e-39,A,null_fe
0.7864343100284752,B,null_fe
2.104337700257123e-40,C1,null_fe
0.4223652935118682,C2,null_fe
3.064798255662756e-50,A,null_fe
0.924812833573509,B,null_fe
2.6140654613129354e-51,C1,null_fe
0.7709240665592019,C2,null_fe
4.231889871443053e-37,A,null_fe
0.7803303562429483,B,null_fe
5.579484110155291e-38,C1,null_fe
0.41783443305316487,C2,null_fe
3.130367402341234e-42,A,null_fe
0.9351189727184441,B,null_fe
2.870603227551864e-43,C1,null_fe
0.809544100215804,C2,null_fe
1.7637427324670691e-44,A,null_fe
0.8367059632699941,B,null_fe
1.8677029666699332e-45,C1,null_fe
0.528574225128117,C2,null_fe
2.1667558677358896e-46,A,null_fe
0.9626786502092171,B,null_fe
1.8620843945158375e-47,C1,null_fe
0.8845863144266012,C2,null_fe
1.0727381611082058e-30,A,null_fe
0.8792418374985645,B,null_fe
1.2147026779700138e-31,C1,null_fe
0.6843209524173945,C2,null_fe
2.5804594545459704e-45,A,null_fe
0.8903421909974875,B,null_fe
2.2242779822459846e-46,C1,null_fe
0.9502935833520313,C2,null_fe
1.7017403797902332e-47,A,null_fe
0.24207439688938417,B,null_fe
1.6041776525633988e-48,C1,null_fe
0.6320288160073362,C2,null_fe
9.783827721523677e-45,A,null_fe
0.8868508452953823,B,null_fe
9.317666056329419e-46,C1,null_fe
0.6624015319599375,C2,null_fe
9.943880673491785e-46,A,null_fe
0.8320573005597901,B,null_fe
1.0535652928453853e-46,C1,null_fe
0.5141758172108188,C2,null_fe
1.3044226776952135e-35,A,null_fe
0.8805053963238544,B,null_fe
1.385168312172355e-36,C1,null_fe
0.6686132861664796,C2,null_fe
1.091352984244925e-37,A,null_fe
0.9152988163595416,B,null_fe
1.0783523106890142e-38,C1,null_fe
0.7578378571750038,C2,null_fe
2.2520265949489745e-44,A,null_fe
0.976747313822295,B,null_fe
1.9654208509356526e-45,C1,null_fe
0.9288131359098748,C2,null_fe
3.617496609845562e-44,A,null_fe
0.8143321677518175,B,null_fe
4.041370548225262e-45,C1,null_fe
0.4807152051988893,C2,null_fe
1.1056724577184045e-38,A,null_fe
0.7123347137908157,B,null_fe
1.8215603695242184e-39,C1,null_fe
0.28497659976409284,C2,null_fe
3.0109225377369884e-41,A,null_fe
0.9774105226309795,B,null_fe
2.72303199995255e-42,C1,null_fe
0.9329081569704325,C2,null_fe
2.9869492693890227e-40,A,null_fe
0.6546471999593649,B,null_fe
6.467985465050211e-41,C1,null_fe
0.18851678085961937,C2,null_fe
8.124408870503434e-50,A,null_fe
0.9460344258029428,B,null_fe
6.824542713492069e-51,C1,null_fe
0.830419630642975,C2,null_fe
8.600055377904267e-39,A,null_fe
0.8415357521841269,B,null_fe
9.468282898632721e-40,C1,null_fe
0.5599096196423711,C2,null_fe
3.522875600556565e-41,A,null_fe
0.9625115413232794,B,null_fe
3.2081744005582635e-42,C1,null_fe
0.8894989962619662,C2,null_fe
6.67058100277952e-39,A,null_fe
0.40776063017966846,B,null_fe
8.157547760748934e-40,C1,null_fe
0.45718445529874707,C2,null_fe
5.389958324693182e-47,A,null_fe
0.9530491932587918,B,null_fe
4.631168236961574e-48,C1,null_fe
0.8548387506232029,C2,null_fe
8.248085128063464e-42,A,null_fe
0.9266620267627504,B,null_fe
7.664145819436513e-43,C1,null_fe
0.7847511863194719,C2,null_fe
3.797820424459252e-43,A,null_fe
1,B,null_fe
3.480239506626727e-44,C1,null_fe
0.7801870685626209,C2,null_fe
1.8750201200524466e-41,A,null_fe
0.9156586906433173,B,null_fe
1.774188577083066e-42,C1,null_fe
0.7489126618990146,C2,null_fe
1.3240984302435032e-40,A,null_fe
0.5556712131814707,B,null_fe
1.3306778490829118e-41,C1,null_fe
0.6527212052355706,C2,null_fe
6.498279293045214e-40,A,null_fe
0.9725444229909502,B,null_fe
5.983164972278319e-41,C1,null_fe
0.9185434663629163,C2,null_fe
2.227294482079397e-40,A,null_fe
0.8675553102950755,B,null_fe
2.290296205090838e-41,C1,null_fe
0.6221520559959456,C2,null_fe
2.0003980771222672e-44,A,null_fe
0.8492523119870665,B,null_fe
2.057025246019888e-45,C1,null_fe
0.5614477557634816,C2,null_fe
1.6115092268245988e-44,A,null_fe
0.30034953270640746,B,null_fe
1.421997704016348e-45,C1,null_fe
0.8553269281089038,C2,null_fe
3.0239566651657317e-40,A,null_fe
0.8463201502800911,B,null_fe
3.252801259147096e-41,C1,null_fe
0.5658260140649919,C2,null_fe
2.0579550950426717e-47,A,null_fe
0.7449812180563241,B,null_fe
2.89219404254228e-48,C1,null_fe
0.311032533229324,C2,null_fe
1.0556631729529462e-40,A,null_fe
1,B,null_fe
1.1492252645022684e-41,C1,null_fe
0.5458524049435688,C2,null_fe
1.2566523983403662e-40,A,null_fe
0.7973567065746934,B,null_fe
1.516525494335791e-41,C1,null_fe
0.45063029015019007,C2,null_fe
2.0872581132521682e-42,A,null_fe
0.6446670040737168,B,null_fe
2.4781062216377216e-43,C1,null_fe
0.4468074272702705,C2,null_fe
1.2316801267272308e-43,A,null_fe
0.8917662984773007,B,null_fe
1.1746017099912658e-44,C1,null_fe
0.6812108078841401,C2,null_fe
5.70962799403536e-57,A,null_fe
0.9351654358842896,B,null_fe
4.552509066589006e-58,C1,null_fe
0.785154004928587,C2,null_fe
5.79554553165389e-37,A,null_fe
0.8200006975456129,B,null_fe
6.830306941116758e-38,C1,null_fe
0.5127626493608681,C2,null_fe
1.6116169520938918e-39,A,null_fe
0.8190607023923376,B,null_fe
1.8533220513987917e-40,C1,null_fe
0.5045680222984892,C2,null_fe
2.050430792873104e-37,A,null_fe
0.8097851575878673,B,null_fe
2.503285945090422e-38,C1,null_fe
0.4747307078390833,C2,null_fe
1.6947708331543337e-37,A,null_fe
0.5293870896559616,B,null_fe
8.324258783180776e-38,C1,null_fe
0.06939526301356994,C2,null_fe
2.974492916688838e-46,A,null_fe
0.6600410469243815,B,null_fe
6.498480884110807e-47,C1,null_fe
0.16985818804362468,C2,null_fe
5.522231989685153e-38,A,null_fe
0.7349691602912177,B,null_fe
8.318776748541069e-39,C1,null_fe
0.3306857923571995,C2,null_fe
2.406382479120101e-50,A,null_fe
0.7705546314436054,B,null_fe
3.015318312668179e-51,C1,null_fe
0.3548170562009799,C2,null_fe
8.00378290374654e-43,A,null_fe
0.8609145562506201,B,null_fe
8.127510346250648e-44,C1,null_fe
0.5994818806896498,C2,null_fe
3.798325864358244e-42,A,null_fe
0.6417546351626363,B,null_fe
8.332493814022985e-43,C1,null_fe
0.17964201589461787,C2,null_fe
1.789256080182012e-41,A,null_fe
1,B,null_fe
1.6096653773211326e-42,C1,null_fe
0.9649013440765891,C2,null_fe
3.8811662875555405e-41,A,null_fe
0.8563310138980829,B,null_fe
3.984868250318243e-42,C1,null_fe
0.6113711857492959,C2,null_fe
5.900286296204145e-41,A,null_fe
0.9634594479547254,B,null_fe
5.385185237570459e-42,C1,null_fe
0.8921806888794055,C2,null_fe
1.4772001608012683e-45,A,null_fe
0.8691611609421955,B,null_fe
1.4398639021133316e-46,C1,null_fe
0.613559537444115,C2,null_fe
4.663076787065984e-41,A,null_fe
0.6705119592021916,B,null_fe
9.332535204527685e-42,C1,null_fe
0.20715567506439772,C2,null_fe
1.6473852364300884e-28,A,null_fe
0.10602508166459829,B,null_fe
1.9252600573592072e-29,C1,null_fe
0.6931249761875911,C2,null_fe
1.9268280770100775e-37,A,null_fe
0.8906098437734797,B,null_fe
1.9709850416963925e-38,C1,null_fe
0.6911316065989348,C2,null_fe
1.1446452838681893e-48,A,null_fe
0.9228251878466682,B,null_fe
9.9715391742942391e-50,C1,null_fe
0.7571664099508076,C2,null_fe
5.949752094944181e-44,A,null_fe
0.6189907541710927,B,null_fe
1.6688294480932953e-44,C1,null_fe
0.12661618622177723,C2,null_fe
8.630270461768242e-41,A,null_fe
0.7670124586497369,B,null_fe
1.158452733408045e-41,C1,null_fe
0.3753515136975988,C2,null_fe
1.846879615778414e-40,A,null_fe
0.9618089364316048,B,null_fe
1.6974904857083832e-41,C1,null_fe
0.8865345138548418,C2,null_fe
3.1520646617392594e-35,A,null_fe
0.9535318901835697,B,null_fe
3.114014354161644e-36,C1,null_fe
0.8667597175637428,C2,null_fe
3.855899259903077e-37,A,null_fe
0.8695449852246835,B,null_fe
4.1151472825127203e-38,C1,null_fe
0.6280478113848356,C2,null_fe
3.717673025762934e-45,A,null_fe
0.47030546531055684,B,null_fe
2.7200274176734787e-45,C1,null_fe
0.03861440173074025,C2,null_fe
4.165047760426903e-39,A,null_fe
0.7012306187790157,B,null_fe
7.274909369855612e-40,C1,null_fe
0.25960020423027824,C2,null_fe
1.4935331444298522e-39,A,null_fe
0.8873293010832191,B,null_fe
1.5028667454474162e-40,C1,null_fe
0.6721334621402588,C2,null_fe
3.165045649567814e-38,A,null_fe
0.8522611963213517,B,null_fe
3.427963181822499e-39,C1,null_fe
0.5885586708561965,C2,null_fe
8.038520310399092e-51,A,null_fe
0.9400829116083715,B,null_fe
6.724762839547762e-52,C1,null_fe
0.8106472999607558,C2,null_fe
7.927188122155895e-55,A,null_fe
0.9639385321273416,B,null_fe
6.275918360301567e-56,C1,null_fe
0.8816022483198444,C2,null_fe
1.1385433421982263e-50,A,null_fe
0.6584716133526078,B,null_fe
2.4992949041404575e-51,C1,null_fe
0.15898297770524047,C2,null_fe
2.418130526008732e-44,A,null_fe
0.9605460487974331,B,null_fe
2.1266298423145653e-45,C1,null_fe
0.8804262005125781,C2,null_fe
3.1402994460445836e-41,A,null_fe
0.8150375837548893,B,null_fe
3.596401269342254e-42,C1,null_fe
0.4889290941168405,C2,null_fe
4.074653192734223e-49,A,null_fe
0.8263704381740444,B,null_fe
4.277822844396101e-50,C1,null_fe
0.4893827035161049,C2,null_fe
1.3197289282548472e-34,A,null_fe
0.8800413735486445,B,null_fe
1.4214685780079692e-35,C1,null_fe
0.6684621084963257,C2,null_fe
1.2660987685245666e-46,A,null_fe
0.9908930996139086,B,null_fe
1.0746726932831752e-47,C1,null_fe
0.9718056772747238,C2,null_fe
1.0501787794020531e-42,A,null_fe
0.9571330361634245,B,null_fe
9.425876135127537e-44,C1,null_fe
0.87141376205767,C2,null_fe
1.579471916168402e-46,A,null_fe
0.7344441231634117,B,null_fe
2.3814061428464906e-47,C1,null_fe
0.2839134589832112,C2,null_fe
9.19613268552378e-36,A,null_fe
1,B,null_fe
1.1314006655866868e-36,C1,null_fe
0.4875999186220508,C2,null_fe
3.220326273833639e-42,A,null_fe
0.8561216931018115,B,null_fe
3.2843810715630046e-43,C1,null_fe
0.603031693912866,C2,null_fe
1.2365655433982687e-45,A,null_fe
0.9921793524280211,B,null_fe
1.060545921567747e-46,C1,null_fe
0.9775904910868397,C2,null_fe
3.952002576562992e-42,A,null_fe
0.8489466451458052,B,null_fe
4.1528385866894895e-43,C1,null_fe
0.5667717141422198,C2,null_fe
9.231136518711593e-45,A,null_fe
0.9094015656943764,B,null_fe
8.435966450972172e-46,C1,null_fe
0.7416767188540021,C2,null_fe
1.4590587322637993e-43,A,null_fe
0.9983036506971138,B,null_fe
1.2799393433291559e-44,C1,null_fe
0.994838803184413,C2,null_fe
9.303398254385242e-41,A,null_fe
0.5169355602653783,B,null_fe
5.484335286972481e-41,C1,null_fe
0.052981734587787994,C2,null_fe
1.65391715765442e-42,A,null_fe
0.8770376322103894,B,null_fe
1.6349645753655852e-43,C1,null_fe
0.643068874098941,C2,null_fe
2.7871117078027556e-43,A,null_fe
0.5680816254605014,B,null_fe
1.061913439724107e-43,C1,null_fe
0.08689851042927502,C2,null_fe
1.7004870541757006e-45,A,null_fe
0.8905151362166049,B,null_fe
1.5941393251613146e-46,C1,null_fe
0.6750638064067177,C2,null_fe
2.0239261103289866e-52,A,null_fe
0.8126893227044122,B,null_fe
2.167771770540594e-53,C1,null_fe
0.4454300934016294,C2,null_fe
8.8772105862793765e-42,A,null_fe
0.9456328556071132,B,null_fe
8.118760688570636e-43,C1,null_fe
0.8374604706401131,C2,null_fe
3.1249925521016173e-35,A,null_fe
0.7960401344020468,B,null_fe
3.9718381309351014e-36,C1,null_fe
0.4657094951843763,C2,null_fe
3.9876548820642576e-33,A,null_fe
0.120308097178614,B,null_fe
4.005276569183438e-34,C1,null_fe
0.9803653574307859,C2,null_fe
2.2632704679445674e-44,A,null_fe
0.8550032054455159,B,null_fe
2.3012642166347737e-45,C1,null_fe
0.5755544031987916,C2,null_fe
1.0185616209206981e-44,A,null_fe
0.9692261333448571,B,null_fe
8.880942161117896e-46,C1,null_fe
0.9067115492153719,C2,null_fe
1.3018975246393687e-45,A,null_fe
0.7174732761035489,B,null_fe
2.1037233366834015e-46,C1,null_fe
0.26029547636941763,C2,null_fe
5.071655817706694e-45,A,null_fe
0.5199712573177383,B,null_fe
1.0677577225284567e-45,C1,null_fe
0.18172072795345123,C2,null_fe
7.860131436255953e-32,A,null_fe
0.04621451438457621,B,null_fe
8.304287922971891e-33,C1,null_fe
0.8026828631133469,C2,null_fe
3.8570460405902165e-39,A,null_fe
0.9368951311059189,B,null_fe
3.666775349235965e-40,C1,null_fe
0.8143423386700364,C2,null_fe
5.733097063776176e-40,A,null_fe
0.9257943784253699,B,null_fe
5.453395105201733e-41,C1,null_fe
0.7814825971357444,C2,null_fe
1.6717981653417482e-46,A,null_fe
0.1063000796758079,B,null_fe
4.609777405074889e-47,C1,null_fe
0.12487424412909924,C2,null_fe
8.46972809827713e-49,A,null_fe
0.7473540885215089,B,null_fe
1.1671358481931371e-49,C1,null_fe
0.3136057625216356,C2,null_fe
1.3890922980810266e-41,A,null_fe
0.688263065173361,B,null_fe
2.5443808879024404e-42,C1,null_fe
0.2323248791052026,C2,null_fe
1.137439785048705e-43,A,null_fe
0.7306586232307593,B,null_fe
1.7090509128004505e-44,C1,null_fe
0.2989740353647983,C2,null_fe
5.609058844634452e-50,A,null_fe
1,B,null_fe
1.5047344088424144e-50,C1,null_fe
0.1235772671425838,C2,null_fe
6.548859562793613e-44,A,null_fe
0.8991538000603234,B,null_fe
6.169160620895346e-45,C1,null_fe
0.6981535991242338,C2,null_fe
4.532659172828587e-43,A,null_fe
0.9588771593520422,B,null_fe
4.047845811522412e-44,C1,null_fe
0.8755495784319975,C2,null_fe
2.5355294570835853e-44,A,null_fe
0.6716766036733477,B,null_fe
5.079130902810945e-45,C1,null_fe
0.1964517906595737,C2,null_fe
7.822380993051334e-47,A,null_fe
0.7911708358268457,B,null_fe
9.305819337078829e-48,C1,null_fe
0.4093038787749003,C2,null_fe
6.487379005711702e-43,A,null_fe
1,B,null_fe
7.202579700258201e-44,C1,null_fe
0.4993300097683596,C2,null_fe
7.990699164022661e-39,A,null_fe
0.9087081261357681,B,null_fe
7.845114134760391e-40,C1,null_fe
0.7383979000917259,C2,null_fe
1.521687147857084e-46,A,null_fe
0.9910929486293388,B,null_fe
1.2926951024185162e-47,C1,null_fe
0.972104647959752,C2,null_fe
1.1081238887794608e-44,A,null_fe
0.2690309868406417,B,null_fe
1.91291420902714e-45,C1,null_fe
0.24027484046016714,C2,null_fe
2.137745672368863e-47,A,null_fe
0.8078952504850165,B,null_fe
2.3937749655327858e-48,C1,null_fe
0.4496332782356579,C2,null_fe
6.22429515081825e-38,A,null_fe
0.9691999146978986,B,null_fe
5.882151467408721e-39,C1,null_fe
0.9116269486743409,C2,null_fe
4.514652082332331e-39,A,null_fe
1,B,null_fe
5.487716340557655e-40,C1,null_fe
0.46038232781492605,C2,null_fe
3.8529997995003897e-39,A,null_fe
0.7647265952359781,B,null_fe
5.221136715187451e-40,C1,null_fe
0.382060980173534,C2,null_fe
1.7754282428353373e-35,A,null_fe
0.8986874185516243,B,null_fe
1.8379256075957044e-36,C1,null_fe
0.7199050230804194,C2,null_fe
8.061006392307331e-38,A,null_fe
0.6868685903149702,B,null_fe
1.5018087010447303e-38,C1,null_fe
0.2423448972954989,C2,null_fe
7.46607838402719e-47,A,null_fe
0.7841430900186969,B,null_fe
9.112553461952775e-48,C1,null_fe
0.392069782937875,C2,null_fe
1.9694126800035264e-52,A,null_fe
0.6028209263999473,B,null_fe
6.445601045719779e-53,C1,null_fe
0.09330070194047493,C2,null_fe
5.235918842286994e-40,A,null_fe
0.8809135732161524,B,null_fe
5.280864007715304e-41,C1,null_fe
0.6587496542815854,C2,null_fe
3.1485851892357336e-42,A,null_fe
0.9093227345236891,B,null_fe
2.972781118350713e-43,C1,null_fe
0.7330001475498085,C2,null_fe
1.5051337296548052e-43,A,null_fe
0.9603181256642672,B,null_fe
1.3356302020984182e-44,C1,null_fe
0.8801447658588851,C2,null_fe
4.398206319139556e-35,A,null_fe
0.8824371194024316,B,null_fe
4.68159413565131e-36,C1,null_fe
0.6772265939332736,C2,null_fe
5.943761485194795e-50,A,null_fe
0.6714146647328565,B,null_fe
1.2373751248979176e-50,C1,null_fe
0.1721958927033177,C2,null_fe
2.3965227382093155e-44,A,null_fe
0.5742030115922694,B,null_fe
2.4670810564296918e-45,C1,null_fe
0.5611819316083365,C2,null_fe
9.131545541323526e-40,A,null_fe
0.7757393105801782,B,null_fe
1.181800997992151e-40,C1,null_fe
0.4069295469052502,C2,null_fe
6.844756451906897e-45,A,null_fe
0.8946064688335751,B,null_fe
6.429089904279962e-46,C1,null_fe
0.6833519802536798,C2,null_fe
1.2027457739641867e-47,A,null_fe
0.925392090926451,B,null_fe
1.0532436123267243e-48,C1,null_fe
0.77054587425342,C2,null_fe
7.0463675306746464e-40,A,null_fe
0.9790042740010743,B,null_fe
6.475837311882931e-41,C1,null_fe
0.9387958389053663,C2,null_fe
6.517286628818553e-39,A,null_fe
0.9584171528319496,B,null_fe
6.115261695716444e-40,C1,null_fe
0.8788848896215885,C2,null_fe
1.0302524472473491e-43,A,null_fe
0.995761709826661,B,null_fe
9.023279970702078e-45,C1,null_fe
0.9871880136415301,C2,null_fe
1.2429569995025006e-48,A,null_fe
0.9187519089278418,B,null_fe
1.0850432277013658e-49,C1,null_fe
0.7530051209356069,C2,null_fe
1.0930817355148858e-36,A,null_fe
0.6358921764120083,B,null_fe
2.5739855598221033e-37,C1,null_fe
0.17906181057607265,C2,null_fe
6.2213415716869485e-50,A,null_fe
0.9853466419382128,B,null_fe
5.1099877403954204e-51,C1,null_fe
0.9543179105613178,C2,null_fe
6.808657143402232e-37,A,null_fe
0.772617685495743,B,null_fe
9.212513192728246e-38,C1,null_fe
0.4018672353841011,C2,null_fe
1.5588446484839862e-42,A,null_fe
0.8811030156311115,B,null_fe
1.5347453397423984e-43,C1,null_fe
0.6489410356652634,C2,null_fe
3.0539699864660455e-38,A,null_fe
0.9237204933082603,B,null_fe
2.964395185578766e-39,C1,null_fe
0.7857903987770071,C2,null_fe
6.499783142449133e-44,A,null_fe
0.9112395297160188,B,null_fe
6.01837921168531e-45,C1,null_fe
0.7333831460883942,C2,null_fe
6.652989555379663e-53,A,null_fe
0.8627552510449297,B,null_fe
6.183239849958391e-54,C1,null_fe
0.5791817524239896,C2,null_fe
7.5106760663587e-46,A,null_fe
0.590284229494948,B,null_fe
2.5169276380582736e-46,C1,null_fe
0.09840709359526933,C2,null_fe
3.328779233986156e-36,A,null_fe
0.728146963430281,B,null_fe
5.6696186340761676e-37,C1,null_fe
0.28471841840105483,C2,null_fe
2.0155152634740977e-41,A,null_fe
0.7212448736375515,B,null_fe
3.166895796497073e-42,C1,null_fe
0.2907801445805098,C2,null_fe
4.1990750156046584e-33,A,null_fe
0.9842802487667203,B,null_fe
4.2246849177489226e-34,C1,null_fe
0.9543280640314346,C2,null_fe
1.8804379497925532e-42,A,null_fe
1,B,null_fe
1.9144513433871314e-43,C1,null_fe
0.6017539443052234,C2,null_fe
9.43136885845429e-43,A,null_fe
0.5192698781846945,B,null_fe
5.3073395374191245e-43,C1,null_fe
0.05445418372857237,C2,null_fe
2.585449776632457e-35,A,null_fe
0.676504044150691,B,null_fe
5.026929345343393e-36,C1,null_fe
0.23930825225839725,C2,null_fe
3.409981112832421e-44,A,null_fe
0.6108785855732601,B,null_fe
3.5732308866704944e-45,C1,null_fe
0.5431473607845222,C2,null_fe
2.472962569139037e-35,A,null_fe
0.8942407493220234,B,null_fe
2.5925579493253834e-36,C1,null_fe
0.6986881653153137,C2,null_fe
3.359614828004522e-42,A,null_fe
0.8515045778596588,B,null_fe
3.437381276510865e-43,C1,null_fe
0.5990748556205929,C2,null_fe
2.6686785896002047e-40,A,null_fe
0.6933066049808612,B,null_fe
4.816221063658916e-41,C1,null_fe
0.24250749956195466,C2,null_fe
1.2539431681546887e-41,A,null_fe
0.9949838744208792,B,null_fe
1.1251167293304377e-42,C1,null_fe
0.9853005137257328,C2,null_fe
3.736143116373503e-40,A,null_fe
0.8305839810300856,B,null_fe
4.1646241663394544e-41,C1,null_fe
0.5277588003785768,C2,null_fe
1.4326595050195516e-48,A,null_fe
0.6631717263356858,B,null_fe
3.0870047488512317e-49,C1,null_fe
0.1675361330176449,C2,null_fe
6.675211991780652e-42,A,null_fe
0.6315369017672783,B,null_fe
1.7599535964104666e-42,C1,null_fe
0.14140817366962355,C2,null_fe
6.210977605807219e-33,A,null_fe
0.9958595690280735,B,null_fe
6.25519411237041e-34,C1,null_fe
0.9878265815179055,C2,null_fe
2.494778191390088e-38,A,null_fe
0.8638076920452388,B,null_fe
2.647281706663936e-39,C1,null_fe
0.6140396189008014,C2,null_fe
1.0532667156206736e-35,A,null_fe
0.8918333521876389,B,null_fe
1.0979289175327246e-36,C1,null_fe
0.6997489984553521,C2,null_fe
5.886956945401287e-33,A,null_fe
0.9494063622367818,B,null_fe
6.017974455731482e-34,C1,null_fe
0.8607676006921373,C2,null_fe
1.790948965008865e-35,A,null_fe
0.40001873339624333,B,null_fe
2.960287539507018e-35,C1,null_fe
0.017261995674077265,C2,null_fe
8.66668373987834e-37,A,null_fe
0.9772890413667121,B,null_fe
8.291626885370898e-38,C1,null_fe
0.9347111792559057,C2,null_fe
1.611847820243558e-34,A,null_fe
0.9651108287934177,B,null_fe
1.5988638769462762e-35,C1,null_fe
0.8986415983571368,C2,null_fe
3.2452058470948527e-40,A,null_fe
0.896654514429312,B,null_fe
3.18348549583104e-41,C1,null_fe
0.7036924587847213,C2,null_fe
3.8409774736205614e-43,A,null_fe
0.9940365068503928,B,null_fe
3.3864298646974586e-44,C1,null_fe
0.9817756955853617,C2,null_fe
2.429637242665135e-42,A,null_fe
0.8309894431730098,B,null_fe
2.6630278608731556e-43,C1,null_fe
0.5182584572285892,C2,null_fe
3.2372171254563664e-43,A,null_fe
0.9239578380088065,B,null_fe
2.972327390152014e-44,C1,null_fe
0.7727625483117768,C2,null_fe
4.0362996085174883e-44,A,null_fe
0.9900989417939383,B,null_fe
3.52102411033746e-45,C1,null_fe
0.9699438652270608,C2,null_fe
8.926829210545443e-39,A,null_fe
0.7006660481168989,B,null_fe
1.5804094562253943e-39,C1,null_fe
0.2561389343691016,C2,null_fe
1.6967918268976902e-46,A,null_fe
