p.value,null_model,data_structure
3.367398405183362e-17,B,null_re
0.21572158925347804,C1,null_re
6.5283539550889994e-93,C2,null_re
1.8471174973014162e-96,A,null_re
2.3105035912221366e-19,B,null_re
1,C1,null_re
4.118258933273354e-99,C2,null_re
6.659883222401115e-95,A,null_re
1.4564804150268432e-19,B,null_re
1,C1,null_re
1.509039204962046e-97,C2,null_re
6.078101401985537e-105,A,null_re
5.21683924291522e-19,B,null_re
0.9999999999999716,C1,null_re
1.2463618867255524e-107,C2,null_re
7.601928521348204e-97,A,null_re
3.911521192500711e-18,B,null_re
1,C1,null_re
1.6881971430053822e-99,C2,null_re
1.0372076404956726e-100,A,null_re
5.789239955600435e-17,B,null_re
0.3503481401188452,C1,null_re
6.338233497695186e-103,C2,null_re
1.0030503290487824e-105,A,null_re
5.039379251695866e-18,B,null_re
0.5683737845514114,C1,null_re
3.596344217809311e-108,C2,null_re
2.052302514253581e-98,A,null_re
1.5782174826169066e-16,B,null_re
0.5368515608992998,C1,null_re
8.366630255673574e-101,C2,null_re
6.891829392739605e-104,A,null_re
1.1657472029021483e-16,B,null_re
0.5320451913057245,C1,null_re
2.686496469662361e-106,C2,null_re
5.254442434562013e-104,A,null_re
1.877966878090785e-20,B,null_re
0.9747502654283049,C1,null_re
1.1153197540207422e-106,C2,null_re
1.0635296552007452e-97,A,null_re
4.770364596899512e-17,B,null_re
0.7924079350577208,C1,null_re
2.956221965244468e-100,C2,null_re
7.4500480582106616e-90,A,null_re
2.5325253478164764e-17,B,null_re
0.999999999999936,C1,null_re
1.7821883539636148e-92,C2,null_re
2.5615829194311002e-98,A,null_re
1.1898749720430386e-19,B,null_re
0.98785797960121835,C1,null_re
5.6730893105932964e-101,C2,null_re
1.0436959668860007e-107,A,null_re
1.0019501341866246e-18,B,null_re
0.9041143438624221,C1,null_re
2.307261941148095e-110,C2,null_re
1.7913338766145866e-95,A,null_re
6.850095920479112e-18,B,null_re
1,C1,null_re
4.034854369039176e-98,C2,null_re
7.088722972589616e-95,A,null_re
1.4960245338234927e-19,B,null_re
1,C1,null_re
1.6066638681932747e-97,C2,null_re
1.8887410147604872e-98,A,null_re
8.954773388992169e-19,B,null_re
0.9897453656154485,C1,null_re
4.169393679025826e-101,C2,null_re
3.2159093492176597e-104,A,null_re
9.032880479567175e-21,B,null_re
0.9999999999999005,C1,null_re
6.639933333723725e-107,C2,null_re
2.8811904011220752e-105,A,null_re
1.916968382409778e-20,B,null_re
0.9762728060975638,C1,null_re
6.033482109642838e-108,C2,null_re
8.20610309038909e-94,A,null_re
2.1860502847651516e-18,B,null_re
0.9974732134445742,C1,null_re
1.8856217882948697e-96,C2,null_re
2.9404701134252737e-103,A,null_re
1.503260026658531e-18,B,null_re
0.9999999999999716,C1,null_re
6.127342307887356e-106,C2,null_re
4.4144236166246034e-102,A,null_re
1.595753417735858e-17,B,null_re
0.35613674391482625,C1,null_re
2.618189314629238e-104,C2,null_re
1.003716863372808e-95,A,null_re
3.5690655673224866e-17,B,null_re
0.874634071896453,C1,null_re
2.5788883262620684e-98,C2,null_re
8.575642688859483e-90,A,null_re
5.9677948203054515e-18,B,null_re
1,C1,null_re
2.052836539544074e-92,C2,null_re
2.1158181041988838e-101,A,null_re
1.2035234470115585e-17,B,null_re
0.5656240072996443,C1,null_re
7.946163826753845e-104,C2,null_re
2.0092504367779754e-103,A,null_re
6.76615825398476e-19,B,null_re
1,C1,null_re
4.1802215677256604e-106,C2,null_re
2.096302797591376e-86,A,null_re
4.735692496797312e-16,B,null_re
0.2783956562414081,C1,null_re
1.8786166443230195e-88,C2,null_re
1.3014801230334976e-100,A,null_re
9.412380131431571e-17,B,null_re
0.4203274872435122,C1,null_re
6.632930889641821e-103,C2,null_re
1.0431814978843739e-98,A,null_re
2.1636034755761773e-16,B,null_re
0.20381781833990606,C1,null_re
1.1192185399388229e-100,C2,null_re
1.0121237900323747e-91,A,null_re
7.112928784314887e-17,B,null_re
0.9665074325011483,C1,null_re
2.454682507389121e-94,C2,null_re
2.5632301992766955e-87,A,null_re
5.957831715914614e-17,B,null_re
0.9852091764812413,C1,null_re
6.403377276940828e-90,C2,null_re
3.117635034568494e-85,A,null_re
1.6813418848105072e-15,B,null_re
0.6106646812133474,C1,null_re
1.2885752550413472e-87,C2,null_re
1.1145849785228002e-107,A,null_re
3.2509688115954607e-16,B,null_re
0.10965107010543289,C1,null_re
2.0408015319884686e-109,C2,null_re
6.2896671604302995e-102,A,null_re
7.264878826555432e-17,B,null_re
0.6528640717680045,C1,null_re
2.035367405596952e-104,C2,null_re
2.6640328376965365e-104,A,null_re
3.399876745155969e-16,B,null_re
0.3104724473602293,C1,null_re
1.7745522289506985e-106,C2,null_re
6.0658320476663035e-93,A,null_re
3.289776417816424e-19,B,null_re
0.9450148304022594,C1,null_re
1.48502921131575e-95,C2,null_re
1.0295618159577504e-104,A,null_re
1.6700773480234557e-17,B,null_re
0.8060415293608463,C1,null_re
2.6260645920742583e-107,C2,null_re
7.007462059699192e-98,A,null_re
2.2343339998664295e-18,B,null_re
0.999999999999531,C1,null_re
1.5398401170814248e-100,C2,null_re
6.940635207787074e-92,A,null_re
9.453308666079515e-17,B,null_re
0.9115458789793924,C1,null_re
1.7818776807903834e-94,C2,null_re
1.9548178043349583e-96,A,null_re
2.664576664312249e-18,B,null_re
0.7295533069210237,C1,null_re
5.979763532699887e-99,C2,null_re
1.3454631072230866e-109,A,null_re
5.419609101532233e-18,B,null_re
0.4710944580805078,C1,null_re
5.61776191498896e-112,C2,null_re
1.6103066022572128e-92,A,null_re
1.3162262755872676e-18,B,null_re
0.9643497005885829,C1,null_re
3.880680235772917e-95,C2,null_re
1.964714972276083e-99,A,null_re
3.746365260462613e-18,B,null_re
0.9706218618831689,C1,null_re
4.3793403380856544e-102,C2,null_re
1.473150204077981e-101,A,null_re
4.280520336175015e-20,B,null_re
0.9927213631116102,C1,null_re
3.1436891746698664e-104,C2,null_re
1.6304113414813565e-103,A,null_re
1.005540307040102e-17,B,null_re
0.9563361798510506,C1,null_re
3.544165234709338e-106,C2,null_re
4.5639107463985746e-110,A,null_re
3.977109459878314e-20,B,null_re
0.9486774226507428,C1,null_re
9.40969948843726e-113,C2,null_re
8.142898872453047e-104,A,null_re
3.471741368164104e-19,B,null_re
0.8875873496921404,C1,null_re
1.9019891535364445e-106,C2,null_re
1.0656167484869545e-107,A,null_re
1.2581043601422508e-18,B,null_re
0.739022902908367,C1,null_re
2.8833721203762104e-110,C2,null_re
2.197919678768363e-108,A,null_re
1.7248830927682059e-18,B,null_re
0.9759863211301582,C1,null_re
4.47246418982476e-111,C2,null_re
4.795076605323857e-95,A,null_re
1.2377921954998762e-16,B,null_re
0.7273770089835594,C1,null_re
1.4925722080275297e-97,C2,null_re
4.709934362924472e-96,A,null_re
1.2992426247307048e-16,B,null_re
0.3393520111088585,C1,null_re
3.114996592093605e-98,C2,null_re
1.1867037496440413e-102,A,null_re
3.737900749450475e-18,B,null_re
0.9201324939677693,C1,null_re
2.7037159806626363e-105,C2,null_re
5.470717674322978e-101,A,null_re
1.2255203709705948e-18,B,null_re
0.9307406824669023,C1,null_re
1.2523372767736695e-103,C2,null_re
9.18721282430129e-96,A,null_re
6.559437059802961e-18,B,null_re
0.9749185367915183,C1,null_re
2.1163338803017153e-98,C2,null_re
2.540990776167971e-95,A,null_re
5.235912154813763e-20,B,null_re
0.9999999999998295,C1,null_re
5.732452500572575e-98,C2,null_re
3.8645234639308016e-101,A,null_re
5.2443866962300206e-17,B,null_re
0.26689219075068027,C1,null_re
3.088723737582144e-103,C2,null_re
3.486272953145401e-99,A,null_re
8.228559176133342e-19,B,null_re
0.9999999999998863,C1,null_re
7.56090709260368e-102,C2,null_re
3.586893874440619e-92,A,null_re
9.674298079676209e-18,B,null_re
0.9999999999998721,C1,null_re
8.366407587134603e-95,C2,null_re
5.725760668946011e-94,A,null_re
1.4623480807482173e-18,B,null_re
0.9999999999997868,C1,null_re
1.3101830459967449e-96,C2,null_re
1.3592093585088368e-99,A,null_re
1.6324772275990105e-16,B,null_re
0.8588333183156598,C1,null_re
3.4194651187174516e-102,C2,null_re
3.148998542907986e-94,A,null_re
1.7710414219657327e-15,B,null_re
0.2224542734158991,C1,null_re
3.241423685764215e-96,C2,null_re
2.851470635776117e-106,A,null_re
3.9341881174129545e-20,B,null_re
0.9999999999996874,C1,null_re
5.774558574300334e-109,C2,null_re
2.197371616543052e-91,A,null_re
6.854897927125946e-18,B,null_re
0.9999999999999574,C1,null_re
5.169166948413909e-94,C2,null_re
2.6698411786278747e-90,A,null_re
8.802731101162813e-19,B,null_re
1,C1,null_re
6.355471942423164e-93,C2,null_re
7.542338011170264e-98,A,null_re
1.0495059530665841e-17,B,null_re
1,C1,null_re
1.6579124566387322e-100,C2,null_re
4.480284627484234e-103,A,null_re
7.633188221021307e-18,B,null_re
0.9742024887991376,C1,null_re
9.600634103883212e-106,C2,null_re
4.96127771526542e-91,A,null_re
8.326145903426725e-18,B,null_re
1,C1,null_re
1.1716066035817418e-93,C2,null_re
4.05793905603718e-88,A,null_re
3.8883345257149505e-17,B,null_re
1,C1,null_re
9.897088957664995e-91,C2,null_re
4.83022729194645e-88,A,null_re
3.7133941829440585e-16,B,null_re
0.7576902224936329,C1,null_re
1.5571926455296739e-90,C2,null_re
9.323131930200303e-103,A,null_re
6.274183434587501e-16,B,null_re
0.20344115593258716,C1,null_re
9.62785040086841e-105,C2,null_re
5.498242878217403e-103,A,null_re
4.742698542023165e-16,B,null_re
0.12467258853625356,C1,null_re
9.254275615128173e-105,C2,null_re
3.081685443457089e-105,A,null_re
6.981197869830395e-19,B,null_re
0.8336668311041294,C1,null_re
7.561763057381549e-108,C2,null_re
2.093083227946625e-109,A,null_re
1.5120652551445919e-18,B,null_re
1,C1,null_re
4.118120448980542e-112,C2,null_re
1.4948235709324498e-100,A,null_re
1.6604346171726643e-17,B,null_re
1,C1,null_re
3.1981377936561663e-103,C2,null_re
1.5080887737098382e-94,A,null_re
4.931774675333519e-20,B,null_re
1,C1,null_re
3.4298574936710525e-97,C2,null_re
1.1208301869107425e-85,A,null_re
1.1576847925362742e-16,B,null_re
0.5940872880524065,C1,null_re
4.7376645072035226e-88,C2,null_re
2.469454133419733e-95,A,null_re
5.533226854763866e-17,B,null_re
0.8371029143764867,C1,null_re
6.656986343464264e-98,C2,null_re
2.6811748214017146e-111,A,null_re
3.9978505978989914e-17,B,null_re
0.7747395099599408,C1,null_re
6.697279854658956e-114,C2,null_re
4.5760095811007805e-105,A,null_re
2.8803224001792068e-18,B,null_re
0.5368790253440415,C1,null_re
1.747971485808726e-107,C2,null_re
1.1138297889749784e-99,A,null_re
4.956109990476903e-17,B,null_re
0.8503234998962431,C1,null_re
2.8278110907793826e-102,C2,null_re
8.712262805008322e-90,A,null_re
3.581273501211562e-19,B,null_re
1,C1,null_re
2.0856988573454368e-92,C2,null_re
3.0368865555253305e-97,A,null_re
1.142345543512295e-16,B,null_re
0.9685157823558883,C1,null_re
6.935563077113874e-100,C2,null_re
8.430721749608431e-88,A,null_re
1.1925843194417134e-16,B,null_re
0.9822217075747979,C1,null_re
2.101028121317253e-90,C2,null_re
2.125866460082362e-111,A,null_re
6.7852408782039984e-18,B,null_re
0.631385153712869,C1,null_re
6.512562736745939e-114,C2,null_re
6.72896940572965e-99,A,null_re
3.1199813941998364e-18,B,null_re
0.7572935520131852,C1,null_re
1.9337610130074367e-101,C2,null_re
5.785603767410125e-94,A,null_re
1.9357852487346827e-20,B,null_re
1,C1,null_re
1.3239396371138367e-96,C2,null_re
7.621919973392774e-95,A,null_re
1.279744983253067e-17,B,null_re
0.9904718522898867,C1,null_re
1.7447444253975382e-97,C2,null_re
1.6107894612237008e-108,A,null_re
5.000056719504533e-18,B,null_re
0.9863548277605416,C1,null_re
3.239205012944431e-111,C2,null_re
6.32183479652891e-95,A,null_re
1.1312626955565697e-16,B,null_re
0.477422083378624,C1,null_re
3.0046952453243003e-97,C2,null_re
8.230924760750993e-92,A,null_re
5.664057420402085e-18,B,null_re
0.9861628113413742,C1,null_re
1.9544506908066e-94,C2,null_re
3.609378302138165e-98,A,null_re
6.390935023369199e-18,B,null_re
0.9850244409143386,C1,null_re
8.028740124734815e-101,C2,null_re
1.199000917891541e-98,A,null_re
4.795517239821e-17,B,null_re
0.8180120723977142,C1,null_re
3.1974289966341764e-101,C2,null_re
1.1668553526517577e-99,A,null_re
7.601220716273646e-19,B,null_re
0.9523804399454376,C1,null_re
2.6448643533495444e-102,C2,null_re
6.295649198386413e-93,A,null_re
1.2423151495351854e-18,B,null_re
0.9999999999998295,C1,null_re
1.4566051260122404e-95,C2,null_re
4.19238213245806e-105,A,null_re
1.3787444048961563e-20,B,null_re
1,C1,null_re
8.583702880548807e-108,C2,null_re
8.576936638398646e-98,A,null_re
1.1715987429839709e-15,B,null_re
0.2351149320849879,C1,null_re
8.048980588940767e-100,C2,null_re
3.086275016161247e-95,A,null_re
5.235519348184401e-16,B,null_re
0.5073148333279933,C1,null_re
1.3757608205671643e-97,C2,null_re
3.6028048682623302e-93,A,null_re
2.631593283717479e-16,B,null_re
0.5302075295025621,C1,null_re
1.5703996212232526e-95,C2,null_re
8.451814096135067e-92,A,null_re
1.4227297120716564e-19,B,null_re
1,C1,null_re
1.9793129472969366e-94,C2,null_re
6.796487695992942e-91,A,null_re
2.6391880547205796e-18,B,null_re
1,C1,null_re
1.6073868792379003e-93,C2,null_re
2.50568135096762e-94,A,null_re
2.617031315682357e-18,B,null_re
0.9988543710765214,C1,null_re
5.718477270000417e-97,C2,null_re
1.2651912535850924e-104,A,null_re
9.230195338325122e-19,B,null_re
0.999999999999801,C1,null_re
2.602212941352221e-107,C2,null_re
7.073455049216449e-99,A,null_re
1.7114749710809925e-17,B,null_re
0.9760350183030793,C1,null_re
1.576664896026105e-101,C2,null_re
1.2258458519257969e-107,A,null_re
7.299456976212743e-16,B,null_re
0.03046541810359485,C1,null_re
8.102527217176181e-109,C2,null_re
3.77156806271685e-97,A,null_re
8.909326527910545e-17,B,null_re
0.9675484580737064,C1,null_re
8.630330290330599e-100,C2,null_re
3.5238012287861195e-100,A,null_re
3.2260071679894274e-18,B,null_re
0.9012397498312182,C1,null_re
8.397988016000401e-103,C2,null_re
9.56754613800119e-99,A,null_re
6.706966909387775e-18,B,null_re
0.9955900856412891,C1,null_re
2.093373856324484e-101,C2,null_re
4.935009095342752e-91,A,null_re
1.7085793169946805e-17,B,null_re
0.999999999999801,C1,null_re
1.1653739749296363e-93,C2,null_re
8.418831063889674e-101,A,null_re
2.5497272252979873e-18,B,null_re
0.9996805084450496,C1,null_re
1.797339898195338e-103,C2,null_re
8.052104694467648e-105,A,null_re
7.727866030981964e-16,B,null_re
0.07094203109858424,C1,null_re
2.3429134443116777e-106,C2,null_re
1.0859431367183109e-94,A,null_re
1.9980580499494405e-19,B,null_re
0.9679413458402586,C1,null_re
2.5479425441443175e-97,C2,null_re
1.4427725723346369e-90,A,null_re
4.545727919836552e-17,B,null_re
0.9778334461075443,C1,null_re
3.5022307809591304e-93,C2,null_re
1.610304443353313e-97,A,null_re
1.2515286666296578e-18,B,null_re
0.9885534940910417,C1,null_re
3.5927601986863256e-100,C2,null_re
1.6290990559168513e-102,A,null_re
1.6759903206133178e-17,B,null_re
0.8770054287184529,C1,null_re
3.8997489984340215e-105,C2,null_re
8.129103950807095e-94,A,null_re
1.2153249000785555e-17,B,null_re
0.6840245484967926,C1,null_re
2.7261318608692757e-96,C2,null_re
2.1485755453635803e-98,A,null_re
3.4025909290262255e-17,B,null_re
0.8851324422427727,C1,null_re
5.307837818236932e-101,C2,null_re
7.212553122387762e-113,A,null_re
6.735614190134571e-17,B,null_re
0.3269518792432783,C1,null_re
4.2170024799450565e-115,C2,null_re
1.1492233089055633e-105,A,null_re
5.978802687752836e-17,B,null_re
0.1731093320089224,C1,null_re
1.3569205643991716e-107,C2,null_re
5.9531809451975475e-93,A,null_re
8.500835657326819e-19,B,null_re
0.9999999999998437,C1,null_re
1.377012061899041e-95,C2,null_re
3.965727725169103e-86,A,null_re
1.9936674508193335e-17,B,null_re
1,C1,null_re
9.893882118395712e-89,C2,null_re
2.1467248100373942e-107,A,null_re
8.954748869589542e-19,B,null_re
0.9643812639591354,C1,null_re
4.4614292821392696e-110,C2,null_re
3.044787335024375e-94,A,null_re
1.7857172691823468e-16,B,null_re
0.5133969053795165,C1,null_re
1.3552139918598196e-96,C2,null_re
2.5000928258965984e-105,A,null_re
2.727522854781178e-17,B,null_re
0.9905552798030399,C1,null_re
5.156789580908491e-108,C2,null_re
6.15279212543658e-89,A,null_re
2.2018122561815822e-17,B,null_re
1,C1,null_re
1.4869167615181535e-91,C2,null_re
5.07337686450551e-89,A,null_re
1.3972156035704508e-14,B,null_re
0.387917303255731,C1,null_re
3.164914102400882e-91,C2,null_re
8.66220064444829e-100,A,null_re
1.4211433221633428e-20,B,null_re
0.9934792387118196,C1,null_re
1.8796078523805204e-102,C2,null_re
4.960996672153697e-96,A,null_re
7.388222716349973e-18,B,null_re
0.988463724558999,C1,null_re
1.1239848468778616e-98,C2,null_re
8.328282107853964e-106,A,null_re
2.306803441011516e-18,B,null_re
0.8514333911530629,C1,null_re
1.9901694510792392e-108,C2,null_re
9.333563316149964e-111,A,null_re
5.6272170344824435e-18,B,null_re
0.8338373161921236,C1,null_re
2.1764011570603808e-113,C2,null_re
1.583837911130661e-102,A,null_re
4.812159600594634e-19,B,null_re
1,C1,null_re
3.323770633896041e-105,C2,null_re
8.733948993512754e-101,A,null_re
9.044066525690207e-17,B,null_re
0.1495758349581817,C1,null_re
1.2514841506750873e-102,C2,null_re
2.970060467367638e-96,A,null_re
1.7765959550424017e-18,B,null_re
0.9772647453691148,C1,null_re
6.790743642782485e-99,C2,null_re
9.679937644000532e-104,A,null_re
3.5005245488812964e-18,B,null_re
0.9966337742374537,C1,null_re
2.0145811977709986e-106,C2,null_re
1.1370615370347197e-97,A,null_re
2.7356100261430053e-18,B,null_re
0.991528891383011,C1,null_re
2.5253905004391443e-100,C2,null_re
3.3791029081926456e-93,A,null_re
4.1657678807759737e-17,B,null_re
0.7548938216473005,C1,null_re
1.0333493637767925e-95,C2,null_re
6.964221909704399e-99,A,null_re
1.2085485018268815e-20,B,null_re
1,C1,null_re
1.5149329465351014e-101,C2,null_re
1.5227802966365489e-94,A,null_re
7.203995290498539e-17,B,null_re
0.812740001802484,C1,null_re
4.263427530312008e-97,C2,null_re
1.2720903136969663e-93,A,null_re
2.8021407059776406e-19,B,null_re
0.9945945343097897,C1,null_re
2.9374415541118976e-96,C2,null_re
1.0075891159784629e-91,A,null_re
6.0093145161001194e-18,B,null_re
0.9999999999999716,C1,null_re
2.3616009591274473e-94,C2,null_re
1.3089481416252526e-100,A,null_re
2.2200017684200355e-18,B,null_re
0.999999999999801,C1,null_re
2.7988682659000367e-103,C2,null_re
1.9121120832651523e-106,A,null_re
3.0108972616384756e-18,B,null_re
0.9999999999999716,C1,null_re
3.865978484374091e-109,C2,null_re
2.6343256687990675e-94,A,null_re
2.73618478549513e-16,B,null_re
0.6170500409878404,C1,null_re
9.745018695112008e-97,C2,null_re
4.949586225467295e-86,A,null_re
4.075970832479356e-18,B,null_re
1,C1,null_re
1.2362162418485786e-88,C2,null_re
1.7795562451805366e-107,A,null_re
6.645216098236298e-19,B,null_re
0.9090376633452513,C1,null_re
3.921033710595022e-110,C2,null_re
7.150160683794671e-102,A,null_re
1.8366162288812627e-20,B,null_re
1,C1,null_re
1.5100737144977837e-104,C2,null_re
2.843470942675185e-94,A,null_re
2.7118628772072484e-19,B,null_re
0.9999999999998579,C1,null_re
6.485678895976503e-97,C2,null_re
6.354034041862366e-99,A,null_re
4.224727354861521e-19,B,null_re
0.9678034100786005,C1,null_re
1.4277116622788767e-101,C2,null_re
1.3758171220820261e-101,A,null_re
5.076238337900006e-18,B,null_re
0.9315741643462434,C1,null_re
3.12820831894251e-104,C2,null_re
1.759792675772342e-107,A,null_re
1.3101945294229103e-18,B,null_re
0.9999999999998437,C1,null_re
3.5239506344884055e-110,C2,null_re
1.0086635058019341e-96,A,null_re
9.443474199530741e-16,B,null_re
0.29549281294668417,C1,null_re
7.61073036162936e-99,C2,null_re
2.2009178384081618e-92,A,null_re
1.0792081943255473e-17,B,null_re
0.9999999999998863,C1,null_re
5.121929758994516e-95,C2,null_re
6.987788697301528e-99,A,null_re
1.6175572973099146e-18,B,null_re
1,C1,null_re
1.520081839700703e-101,C2,null_re
1.347686048903467e-96,A,null_re
1.429530644961261e-17,B,null_re
0.9880423387303318,C1,null_re
3.0369141772062307e-99,C2,null_re
8.143848230475854e-85,A,null_re
3.877873680814961e-17,B,null_re
0.7206749014443246,C1,null_re
2.864906907352821e-87,C2,null_re
4.505111516955785e-97,A,null_re
3.4749859802051906e-15,B,null_re
0.6384047210122472,C1,null_re
1.5650594300925562e-99,C2,null_re
2.2455177075267784e-99,A,null_re
1.2732694677843022e-18,B,null_re
0.8439128588153141,C1,null_re
5.761841633443255e-102,C2,null_re
9.467590400140392e-108,A,null_re
2.39856616449501e-17,B,null_re
0.9663634556260552,C1,null_re
1.9571220302749772e-110,C2,null_re
8.50094319163586e-105,A,null_re
3.3096567101874223e-19,B,null_re
0.9674396862285211,C1,null_re
1.80446365045044e-107,C2,null_re
1.7350023807616645e-84,A,null_re
3.90914362017669e-15,B,null_re
0.45564784937482433,C1,null_re
9.702234025336508e-87,C2,null_re
1.5034512484387217e-95,A,null_re
6.805893146953722e-16,B,null_re
0.9785521539628432,C1,null_re
3.4580756381460707e-98,C2,null_re
1.5306895451890237e-94,A,null_re
2.9235248704486907e-16,B,null_re
0.5567855859650864,C1,null_re
6.261191124981884e-97,C2,null_re
8.404825419492602e-98,A,null_re
5.141567610237968e-19,B,null_re
0.7058619249062568,C1,null_re
2.620624105563181e-100,C2,null_re
2.627590028778445e-87,A,null_re
4.489052980220075e-18,B,null_re
0.9668255881677331,C1,null_re
6.690101152339466e-90,C2,null_re
2.12620194081161e-102,A,null_re
3.476112431331634e-17,B,null_re
0.7226841063102819,C1,null_re
6.186017578828242e-105,C2,null_re
1.858361370207411e-88,A,null_re
1.2717050176431607e-17,B,null_re
0.9995605766315554,C1,null_re
4.517187418840819e-91,C2,null_re
8.626623521787997e-106,A,null_re
1.8185621696258255e-18,B,null_re
0.8573079810999736,C1,null_re
2.047601965429481e-108,C2,null_re
6.183857994425152e-89,A,null_re
2.9185320040910016e-17,B,null_re
0.9999999999999787,C1,null_re
1.4944607732790412e-91,C2,null_re
6.0213568516001466e-120,A,null_re
6.601157952661382e-18,B,null_re
0.130029243326754,C1,null_re
8.345938766103865e-122,C2,null_re
4.658077427869519e-100,A,null_re
1.1901972342530227e-19,B,null_re
1,C1,null_re
1.001465132298013e-102,C2,null_re
8.605211924501317e-92,A,null_re
1.5562845669587866e-17,B,null_re
0.9459349187953753,C1,null_re
2.1308754285072005e-94,C2,null_re
1.7591949921532587e-90,A,null_re
1.3158640887775594e-17,B,null_re
0.663190437784238,C1,null_re
6.30809921373206e-93,C2,null_re
3.491421323566915e-103,A,null_re
6.924209293614157e-19,B,null_re
0.8393873644475911,C1,null_re
8.676916799463898e-106,C2,null_re
7.359082924725224e-111,A,null_re
1.2286365069159968e-18,B,null_re
1,C1,null_re
1.4290294714869147e-113,C2,null_re
7.573618902586767e-104,A,null_re
1.0686905851004469e-13,B,null_re
0.1531568994862197,C1,null_re
1.0286412884655265e-105,C2,null_re
1.7773832431294227e-102,A,null_re
1.440701460103199e-17,B,null_re
0.8713924823964921,C1,null_re
4.283746814005338e-105,C2,null_re
1.6126278401006375e-89,A,null_re
1.3518409940995439e-17,B,null_re
1,C1,null_re
3.8720423311742807e-92,C2,null_re
1.2559368921753485e-102,A,null_re
2.4394863074560758e-17,B,null_re
0.8248891550977577,C1,null_re
3.1933342011134872e-105,C2,null_re
5.520538198809022e-96,A,null_re
4.121313650103965e-17,B,null_re
0.8846506626824041,C1,null_re
1.3985508849191052e-98,C2,null_re
2.147111906469818e-98,A,null_re
3.6178419252815555e-16,B,null_re
0.41302269036581796,C1,null_re
1.1386231541795846e-100,C2,null_re
1.1161272233366223e-103,A,null_re
3.678341146665328e-17,B,null_re
0.4578268512210414,C1,null_re
5.067802807812465e-106,C2,null_re
5.113809173735492e-108,A,null_re
3.3689152525125533e-18,B,null_re
0.9915415749005773,C1,null_re
1.0276866707754352e-110,C2,null_re
6.923689250590247e-104,A,null_re
2.3642755045357468e-19,B,null_re
1,C1,null_re
1.3492234841693065e-106,C2,null_re
4.462374369807972e-92,A,null_re
6.7887640146970194e-15,B,null_re
0.030347170907565692,C1,null_re
3.461667885580133e-93,C2,null_re
4.303786118831119e-101,A,null_re
1.278744912003824e-18,B,null_re
0.6273760207143385,C1,null_re
1.4613314196252874e-103,C2,null_re
4.8993319190114366e-98,A,null_re
1.5604439752867905e-16,B,null_re
0.8872000660889903,C1,null_re
1.2118816431534815e-100,C2,null_re
4.707637059449193e-107,A,null_re
4.478481605114201e-19,B,null_re
0.8716232607259237,C1,null_re
1.0861274906789228e-109,C2,null_re
2.094951005903571e-98,A,null_re
1.6764967399246455e-18,B,null_re
1,C1,null_re
4.579153225316177e-101,C2,null_re
2.2132295152264043e-86,A,null_re
3.555506526785413e-16,B,null_re
0.6157292217247006,C1,null_re
8.952408378791765e-89,C2,null_re
2.1744568981220497e-98,A,null_re
1.3215838455517032e-17,B,null_re
0.5647389606761958,C1,null_re
8.428075725450954e-101,C2,null_re
1.583099094995613e-98,A,null_re
6.415220009210007e-17,B,null_re
0.9878269861112456,C1,null_re
3.4987862782011166e-101,C2,null_re
1.4208712870492196e-95,A,null_re
1.9762878009816016e-19,B,null_re
0.9999999999999432,C1,null_re
3.1970688296001557e-98,C2,null_re
1.7211045866660052e-105,A,null_re
5.907088565123783e-18,B,null_re
0.9784275454246928,C1,null_re
3.588624804265378e-108,C2,null_re
8.474614575064505e-108,A,null_re
1.338882933345024e-14,B,null_re
0.8992433272871684,C1,null_re
1.882051569601109e-110,C2,null_re
2.5302023363232897e-102,A,null_re
8.852056107515046e-20,B,null_re
0.9726695847443313,C1,null_re
5.4700596728318935e-105,C2,null_re
5.379763782802974e-98,A,null_re
4.3754018767354133e-16,B,null_re
0.6592399135669547,C1,null_re
1.792779163194706e-100,C2,null_re
1.9300692289116502e-96,A,null_re
1.5626640694986714e-18,B,null_re
0.9999999999997442,C1,null_re
4.304049780600536e-99,C2,null_re
7.37428178533738e-87,A,null_re
8.521986248113925e-16,B,null_re
0.6846468756656323,C1,null_re
2.667258266979814e-89,C2,null_re
1.7598277138900145e-93,A,null_re
2.1547435179510142e-18,B,null_re
0.9870216928013755,C1,null_re
4.101076497140338e-96,C2,null_re
6.636941088439014e-85,A,null_re
7.942713924802999e-17,B,null_re
1,C1,null_re
1.6794861066787093e-87,C2,null_re
2.3965389605231647e-100,A,null_re
7.964053623541363e-16,B,null_re
0.2515688320427864,C1,null_re
2.048347131056183e-102,C2,null_re
9.646121955041746e-92,A,null_re
2.214778348600332e-19,B,null_re
1,C1,null_re
2.2604081101718855e-94,C2,null_re
1.6224129287187189e-102,A,null_re
3.3168837583046915e-18,B,null_re
0.9851811051581336,C1,null_re
3.4563936870966206e-105,C2,null_re
3.171891969573566e-106,A,null_re
3.256734055182882e-17,B,null_re
0.7364712584117725,C1,null_re
8.731111372231557e-109,C2,null_re
3.4248643314735003e-109,A,null_re
3.0965820375893197e-21,B,null_re
1,C1,null_re
6.751494667693741e-112,C2,null_re
2.128258811574065e-89,A,null_re
9.151809954254276e-18,B,null_re
0.999693921709666,C1,null_re
5.1185158483452305e-92,C2,null_re
1.3411704475774868e-105,A,null_re
